Nome,Descricao,Estrelas,Forks,Ultima_Atualizacao,Linguagem_Principal,URL
compile-testing,Testing tools for javac and annotation processors,711,123,2025-05-13T05:29:28Z,Java,https://github.com/google/compile-testing
comprehensive-rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.,30257,1803,2025-06-25T14:04:37Z,Rust,https://github.com/google/comprehensive-rust
compute-virtual-ethernet-dpdk,,11,0,2024-10-30T00:18:31Z,C,https://github.com/google/compute-virtual-ethernet-dpdk
compynator,A pure Python implementation of parser combinators with asymptotically best performance and support for context-sensitive or ambiguous grammars.,89,12,2025-06-03T08:23:54Z,Python,https://github.com/google/compynator
concatenate.js,,92,18,2024-01-09T09:16:51Z,JavaScript,https://github.com/google/concatenate.js
concourse-resources,Resources for Concourse,29,19,2024-10-25T12:09:41Z,Go,https://github.com/google/concourse-resources
conferenceDB,,9,6,2023-03-29T17:03:04Z,HTML,https://github.com/google/conferenceDB
connectedappssdk,,9,3,2024-10-25T12:00:29Z,Java,https://github.com/google/connectedappssdk
conscrypt,Conscrypt is a Java Security Provider that implements parts of the Java Cryptography Extension and Java Secure Socket Extension.,1329,294,2025-06-24T09:34:49Z,Java,https://github.com/google/conscrypt
consent-based-conversion-adjustments,Code to statistically up-weight conversion values of consenting customers to feed up to 100% of the factual conversion values back into Google Ads.,23,8,2025-05-13T16:40:47Z,Python,https://github.com/google/consent-based-conversion-adjustments
container-explorer,,88,11,2025-06-10T08:39:48Z,Go,https://github.com/google/container-explorer
container-rfc,An RFC for a standard container format,11,11,2023-08-23T08:31:43Z,,https://github.com/google/container-rfc
containerdbg,,74,6,2025-05-14T08:01:28Z,C,https://github.com/google/containerdbg
containerregistry,A set of Python libraries and tools for interacting with a Docker Registry.,208,114,2025-05-21T08:37:55Z,Python,https://github.com/google/containerregistry
contentbox,"Distribution of social and virtual content with an open and collaborative educational environment, available to communities around the world in one place, with a standard format and quality",34,25,2024-10-25T12:11:35Z,CSS,https://github.com/google/contentbox
content_recommendation_using_word2vec,,28,2,2025-06-20T06:14:19Z,Python,https://github.com/google/content_recommendation_using_word2vec
context-expression-nature-study,,17,5,2024-10-25T12:16:51Z,MATLAB,https://github.com/google/context-expression-nature-study
controlled-noisy-web-labels,,5,4,2024-10-25T12:18:52Z,HTML,https://github.com/google/controlled-noisy-web-labels
conversational-surveys,,6,0,2024-11-16T12:56:01Z,JavaScript,https://github.com/google/conversational-surveys
conversion-audit,,5,2,2024-10-25T11:35:18Z,TypeScript,https://github.com/google/conversion-audit
coop-analytics,,10,3,2025-03-04T10:44:42Z,Python,https://github.com/google/coop-analytics
copper,Copper is a module aimed at providing low-level hardware abstraction layers (HAL) as Python modules.,16,8,2024-10-25T12:24:32Z,Python,https://github.com/google/copper
copr-sundry,Collection of rpm spec files for various packages.,15,16,2024-04-09T05:54:27Z,Shell,https://github.com/google/copr-sundry
copybara,Copybara: A tool for transforming and moving code between repositories.,2375,278,2025-06-24T21:27:41Z,Java,https://github.com/google/copybara
coq-bpf,Coq BPF interpreter,19,8,2024-10-25T12:32:11Z,Coq,https://github.com/google/coq-bpf
cordova-plugin-browsertab,"A Cordova plugin that provides an interface to in-app browser tabs that exist on some mobile platforms, such as SFSafariViewController on iOS and CustomTabs on Android.",116,146,2025-04-18T19:55:33Z,Java,https://github.com/google/cordova-plugin-browsertab
corgi,C++ entity-component system,251,32,2025-04-11T16:04:51Z,C++,https://github.com/google/corgi
cornerstone,JavaScript library to display interactive medical images including but not limited to DICOM,7,4,2024-10-25T12:28:31Z,JavaScript,https://github.com/google/cornerstone
cornerstoneMath,Math and computation geometry functionality for cornerstone,7,5,2024-10-25T12:32:02Z,JavaScript,https://github.com/google/cornerstoneMath
cornerstoneTools,A framework for tools built on top of Cornerstone.,5,6,2024-10-25T12:29:25Z,JavaScript,https://github.com/google/cornerstoneTools
cornerstoneWADOImageLoader,DICOM WADO Image Loader for the cornerstone library,5,4,2024-10-25T12:29:21Z,JavaScript,https://github.com/google/cornerstoneWADOImageLoader
cornerstoneWebImageLoader,"Cornerstone Image Loader for Web Images (PNG, JPEG)",5,5,2024-10-25T12:32:33Z,JavaScript,https://github.com/google/cornerstoneWebImageLoader
coroutine-stacks,,141,6,2025-06-20T07:15:53Z,Kotlin,https://github.com/google/coroutine-stacks
corpuscrawler,Crawler for linguistic corpora,204,54,2025-04-04T10:31:20Z,Python,https://github.com/google/corpuscrawler
cortex-demos,Cortex-M Operating System that focuses heavily on testability,12,12,2024-10-25T12:03:58Z,C++,https://github.com/google/cortex-demos
coset,A set of Rust types for supporting COSE,32,20,2025-06-25T10:42:12Z,Rust,https://github.com/google/coset
cost-attribution-solution,,35,12,2025-06-17T06:10:00Z,HCL,https://github.com/google/cost-attribution-solution
course-builder,,5,0,2023-03-29T17:03:13Z,,https://github.com/google/course-builder
coursebuilder-android-container-module,,23,12,2024-10-25T12:33:10Z,Python,https://github.com/google/coursebuilder-android-container-module
coursebuilder-core,,147,113,2024-10-25T12:15:37Z,Python,https://github.com/google/coursebuilder-core
coursebuilder-hello-world-module,,8,5,2023-03-29T17:03:14Z,Python,https://github.com/google/coursebuilder-hello-world-module
coursebuilder-learning-analytics,,5,0,2023-03-29T17:03:15Z,,https://github.com/google/coursebuilder-learning-analytics
coursebuilder-lti-module,,16,13,2023-03-29T17:03:15Z,Python,https://github.com/google/coursebuilder-lti-module
coursebuilder-releases,,25,16,2024-10-25T12:30:27Z,,https://github.com/google/coursebuilder-releases
coursebuilder-resources,,15,11,2024-10-25T12:30:21Z,Shell,https://github.com/google/coursebuilder-resources
coursebuilder_xblock_module,,17,12,2023-03-29T17:03:16Z,Python,https://github.com/google/coursebuilder_xblock_module
coverage,,28,12,2024-10-25T12:34:18Z,Emacs Lisp,https://github.com/google/coverage
covid19-face-shield,A design for a Face Shield that is intended for medical use to address short-term medical supply shortages as a result of the COVID-19 public health emergency.,10,6,2024-10-25T12:20:55Z,,https://github.com/google/covid19-face-shield
cpix_cc,A C++ implementation of CPIX specification for the exchange of encryption keys and DRM information.,16,6,2024-10-25T12:24:33Z,C++,https://github.com/google/cpix_cc
cpp-async-rpc,"Library for Asynchronicity, Serialization and Remoting",74,21,2024-12-27T05:44:37Z,C++,https://github.com/google/cpp-async-rpc
cpp-from-the-sky-down,,275,33,2025-05-27T14:35:18Z,HTML,https://github.com/google/cpp-from-the-sky-down
cpp-frp,Static functional reactive programming in C++14,69,19,2025-04-11T00:50:57Z,C++,https://github.com/google/cpp-frp
cpp-netlib,"The C++ Network Library Project -- header-only, cross-platform, standards compliant networking library.",344,60,2025-04-25T07:29:10Z,C++,https://github.com/google/cpp-netlib
cpp-proto-builder,,4,3,2024-10-25T12:10:17Z,C++,https://github.com/google/cpp-proto-builder
cpp-smt-wrapper,,4,0,2024-08-17T05:55:07Z,C++,https://github.com/google/cpp-smt-wrapper
cppdap,C++ library for the Debug Adapter Protocol,169,53,2025-06-19T21:27:36Z,C++,https://github.com/google/cppdap
cpu-check,,57,14,2025-05-30T09:34:46Z,C++,https://github.com/google/cpu-check
cpu_features,A cross platform C99 library to get cpu features at runtime.,2524,281,2025-06-17T11:23:05Z,C++,https://github.com/google/cpu_features
cpython-pt,Fork from python/cpython,12,8,2024-10-25T12:28:39Z,Python,https://github.com/google/cpython-pt
cql,An experimental Clinical Quality Language execution engine for analyzing FHIR healthcare data at scale.,89,10,2025-06-25T09:31:35Z,Go,https://github.com/google/cql
cql-on-beam,,12,0,2024-10-25T11:15:53Z,Java,https://github.com/google/cql-on-beam
crc32c,CRC32C implementation with support for CPU-specific acceleration instructions,475,146,2025-06-24T14:10:41Z,C++,https://github.com/google/crc32c
crclib.dart,,23,20,2024-10-25T12:05:43Z,Dart,https://github.com/google/crclib.dart
create-framework,,6,7,2024-10-25T12:21:20Z,Dart,https://github.com/google/create-framework
create-service-account,Scripts to automate the creation of service accounts for Google Workspace migration products,25,11,2025-06-25T07:46:17Z,Python,https://github.com/google/create-service-account
creatine-ads-inspector,"Creatine is an open-source and scalable solution that runs on Google Cloud Platform, that can be used to store daily snapshots of a Google Ads account hierarchy and eventually monitor Ads disapproval over time.",9,8,2023-12-07T13:14:31Z,Java,https://github.com/google/creatine-ads-inspector
creatism,,29,9,2024-10-25T12:34:27Z,HTML,https://github.com/google/creatism
creative-screenshots,,17,7,2024-10-25T11:35:34Z,TypeScript,https://github.com/google/creative-screenshots
credstore,Credstore is a centralized auth server,87,14,2024-10-25T12:27:59Z,Go,https://github.com/google/credstore
crfs,CRFS: Container Registry Filesystem,1388,65,2025-06-19T12:39:33Z,Go,https://github.com/google/crfs
crisis-info-hub,,35,16,2023-11-15T18:22:05Z,JavaScript,https://github.com/google/crisis-info-hub
cro3,Abstraction Layer of ChromiumOS development,44,14,2025-03-09T19:56:26Z,Rust,https://github.com/google/cro3
cronet-transport-for-okhttp,"This package allows OkHttp and Retrofit users to use Cronet as their transport layer, benefiting from features like QUIC/HTTP3 support or connection migration.",504,39,2025-06-21T09:43:19Z,Java,https://github.com/google/cronet-transport-for-okhttp
cronet.dart,This package binds to Cronet's native API to expose them in Dart.,119,15,2025-05-12T02:18:37Z,Dart,https://github.com/google/cronet.dart
cronutils,utilities to assist running periodic batch processing jobs,119,20,2025-01-15T16:39:33Z,C,https://github.com/google/cronutils
cross-device-sdk,The Cross device SDK allows developers to build rich multi-device experiences with a simple and intuitive set of APIs,95,13,2025-02-20T08:06:54Z,Kotlin,https://github.com/google/cross-device-sdk
crossmodal-3600,Crossmodal-3600 dataset,8,1,2025-04-16T07:34:35Z,HTML,https://github.com/google/crossmodal-3600
crosvm,The Chrome OS Virtual Machine Monitor - Mirror of https://chromium.googlesource.com/crosvm/crosvm/,983,118,2025-06-25T06:47:49Z,Rust,https://github.com/google/crosvm
crubit,,833,51,2025-06-25T14:58:20Z,Rust,https://github.com/google/crubit
crumsort-rs,A parallelized Rust port of crumsort,168,5,2025-02-06T13:42:30Z,Rust,https://github.com/google/crumsort-rs
crunchy,CrunchyCrypt - Safe and Simple Cryptography,127,15,2024-10-25T12:24:28Z,C++,https://github.com/google/crunchy
crush-tools,Automatically exported from code.google.com/p/crush-tools,150,21,2024-08-12T19:16:37Z,Shell,https://github.com/google/crush-tools
crx2app,,22,15,2025-05-06T02:54:06Z,JavaScript,https://github.com/google/crx2app
csp-evaluator,,364,48,2025-06-10T16:18:28Z,TypeScript,https://github.com/google/csp-evaluator
CSP-Validator,CSP-Validator,27,14,2024-10-25T12:10:52Z,Python,https://github.com/google/CSP-Validator
cssi-blogasaurus,A sample web app project from the Computer Science Summer Institute.,7,13,2024-10-25T12:25:48Z,HTML,https://github.com/google/cssi-blogasaurus
cssi-labs,,34,121,2024-10-25T12:10:38Z,HTML,https://github.com/google/cssi-labs
csv-to-firestore,,25,8,2025-04-01T14:15:25Z,Python,https://github.com/google/csv-to-firestore
csv2pprof,,2,1,2023-11-09T06:29:32Z,Go,https://github.com/google/csv2pprof
ct-hackday-schwag,"May 7th, 2014 Certificate Transparency Hack Day ",12,6,2024-10-25T12:16:55Z,Go,https://github.com/google/ct-hackday-schwag
CTAP2-test-tool,Test tool for CTAP2 authenticators,56,26,2025-03-19T19:11:03Z,C++,https://github.com/google/CTAP2-test-tool
CTAP2-test-tool-corpus,,7,3,2025-04-16T06:48:23Z,,https://github.com/google/CTAP2-test-tool-corpus
ctfscoreboard,Scoreboard for Capture The Flag competitions.,169,56,2025-02-22T15:58:58Z,Python,https://github.com/google/ctfscoreboard
ctrdac,,11,1,2025-01-30T13:56:34Z,Go,https://github.com/google/ctrdac
cuckoo-index,Cuckoo Index: A Lightweight Secondary Index Structure,129,17,2025-04-05T01:24:04Z,C++,https://github.com/google/cuckoo-index
CurbsidePickup,,4,5,2024-10-25T12:20:21Z,JavaScript,https://github.com/google/CurbsidePickup
curie,"Code release for ""CURIE: Evaluating LLMs On Multitask Scientific Long Context Understanding and Reasoning"", ICLR 2025",23,3,2025-05-30T06:09:45Z,Jupyter Notebook,https://github.com/google/curie
custom-bidding-script-builder,,10,1,2024-12-16T09:30:25Z,JavaScript,https://github.com/google/custom-bidding-script-builder
custom-tab-groups,,4,5,2024-10-25T12:13:05Z,JavaScript,https://github.com/google/custom-tab-groups
cvelist,Google CVE related code,15,4,2024-10-28T16:47:39Z,Python,https://github.com/google/cvelist
cwd_jmp,,8,8,2024-10-25T12:34:12Z,Shell,https://github.com/google/cwd_jmp
cwisstable,Single-header C11 port of https://abseil.io SwissTable,144,13,2025-06-25T13:08:16Z,C++,https://github.com/google/cwisstable
cxx-std-draft,C++ standards drafts,53,16,2025-04-08T14:12:19Z,TeX,https://github.com/google/cxx-std-draft
cyanobyte,Machine-readable datasheets,82,30,2025-06-08T21:57:24Z,Python,https://github.com/google/cyanobyte
dagger,A fast dependency injector for Android and Java.,17586,2036,2025-06-24T18:57:42Z,Java,https://github.com/google/dagger
daguerreotype,,9,0,2024-10-25T11:30:34Z,TypeScript,https://github.com/google/daguerreotype
dana,Test/benchmark regression and comparison system with dashboard,115,22,2025-04-17T08:38:49Z,JavaScript,https://github.com/google/dana
DAPLink-port,,18,15,2024-12-04T09:17:58Z,C,https://github.com/google/DAPLink-port
dart-basics,A Dart library containing convenient extension methods on basic Dart objects.,164,18,2025-06-24T15:20:25Z,Dart,https://github.com/google/dart-basics
dart-collab,An operational transform library for Dart,47,9,2024-09-10T07:13:31Z,Dart,https://github.com/google/dart-collab
dart-doc_coverage,,7,12,2023-03-29T17:03:35Z,Dart,https://github.com/google/dart-doc_coverage
dart-emacs-plugin-unsupported,Unsupported,12,11,2023-03-29T17:03:36Z,Emacs Lisp,https://github.com/google/dart-emacs-plugin-unsupported
dart-gif-encoder,,28,13,2024-06-13T16:34:57Z,Dart,https://github.com/google/dart-gif-encoder
dart-gl,OpenGL ES 2.0 Dart Native Extension,92,17,2024-11-28T01:17:29Z,C++,https://github.com/google/dart-gl
dart-glfw,"Dart bindings for GLFW, a multiplatform library for creating windows with OpenGL contexts.",37,14,2024-10-25T12:18:05Z,C++,https://github.com/google/dart-glfw
dart-immutables,,6,8,2023-03-29T17:03:37Z,Dart,https://github.com/google/dart-immutables
dart-json_diff,,73,19,2025-01-13T05:47:46Z,Dart,https://github.com/google/dart-json_diff
dart-neats,neat dart packages.,499,88,2025-06-23T17:33:01Z,Dart,https://github.com/google/dart-neats
dart-scissors,"sCiSSors: smarter resources for Angular(1,2) apps: CSS pruner & bidirectionalizer, Sass runner, image optimizer, locale permutations",34,27,2025-04-05T13:39:59Z,Dart,https://github.com/google/dart-scissors
dart-shapeshift,,13,8,2023-03-29T17:03:38Z,Dart,https://github.com/google/dart-shapeshift
dart-sync-socket,A Dart VM Native Extension and supporting Dart libraries that provide synchronous socket and HTTP client support.,25,18,2024-10-25T12:33:28Z,Dart,https://github.com/google/dart-sync-socket
dart-sync-webdriver,WebDriver API for Dart,22,26,2024-10-25T12:33:25Z,Dart,https://github.com/google/dart-sync-webdriver
dart-tagtree,A React-like UI framework in Dart,78,14,2023-03-29T17:03:39Z,Dart,https://github.com/google/dart-tagtree
dart2java,,60,14,2024-04-29T23:14:14Z,Java,https://github.com/google/dart2java
dart_cli_pkg,A set of Grinder tasks that make it easy to release a Dart command-line application,60,22,2025-05-16T16:34:45Z,Dart,https://github.com/google/dart_cli_pkg
dart_cli_script,,26,7,2024-12-14T23:11:07Z,Dart,https://github.com/google/dart_cli_script
dart_google_apps,Interop libraries to write Google Apps scripts in the Dart programming language.,24,8,2024-10-25T12:20:50Z,Dart,https://github.com/google/dart_google_apps
data-driven-discretization-1d,"Code for ""Learning data-driven discretizations for partial differential equations""",168,61,2025-05-22T20:01:30Z,Jupyter Notebook,https://github.com/google/data-driven-discretization-1d
data-layer-helper,JavaScript library for working with dataLayer message queues.,436,87,2025-06-04T17:55:00Z,JavaScript,https://github.com/google/data-layer-helper
data-pills,,16,4,2023-12-28T21:02:47Z,Jupyter Notebook,https://github.com/google/data-pills
data-quality-monitor,"Data Quality Monitor (DQM) - Continuously validate your data with easy, customizable rules.",37,3,2025-05-08T06:41:40Z,TypeScript,https://github.com/google/data-quality-monitor
dataflow-ml-starter,,23,7,2025-04-28T17:50:21Z,Python,https://github.com/google/dataflow-ml-starter
dawn,Native WebGPU implementation. Mirror of https://dawn.googlesource.com/dawn. File bugs here: https://crbug.com/dawn/new,631,96,2025-06-25T13:02:26Z,C++,https://github.com/google/dawn
dbm-lineitem-copier,,13,10,2024-10-25T12:27:47Z,JavaScript,https://github.com/google/dbm-lineitem-copier
dbm-trix-addon,,6,9,2024-10-25T12:30:24Z,JavaScript,https://github.com/google/dbm-trix-addon
dcm-bulk-trafficking,,11,10,2024-10-25T12:27:49Z,JavaScript,https://github.com/google/dcm-bulk-trafficking
dcm-trix-addon,,12,6,2025-01-30T10:14:50Z,JavaScript,https://github.com/google/dcm-trix-addon
dcm-video-uploader,Python script to upload video creatives to DCM. The script creates the necessary structure under a provided DCM placement to target each video to a different geo location. One use case is creating dynamic video campaigns ,9,12,2024-10-25T12:31:14Z,Python,https://github.com/google/dcm-video-uploader
dcm_bulk_onboarding,,7,3,2024-10-25T12:31:11Z,JavaScript,https://github.com/google/dcm_bulk_onboarding
debaised-analysis,Debiased Analysis Add-on,3,9,2024-10-25T12:18:46Z,HTML,https://github.com/google/debaised-analysis
deck,Deck provides a flexible logging framework for Go apps.,56,2,2025-06-20T10:40:06Z,Go,https://github.com/google/deck
decoder-benchmarks-for-rust,,5,2,2023-12-12T20:56:55Z,Rust,https://github.com/google/decoder-benchmarks-for-rust
decoupled_gaussian_process,,24,8,2025-03-04T10:03:58Z,Python,https://github.com/google/decoupled_gaussian_process
deepboost,,154,53,2025-03-11T06:10:20Z,C++,https://github.com/google/deepboost
deepconsensus,DeepConsensus uses gap-aware sequence transformers to correct errors in Pacific Biosciences (PacBio) Circular Consensus Sequencing (CCS) data.,240,37,2025-05-30T06:10:18Z,Python,https://github.com/google/deepconsensus
deepdream,,13248,3192,2025-06-25T08:02:57Z,,https://github.com/google/deepdream
deepmac,Project website for https://git.io/deepmac.,5,3,2024-10-25T11:39:03Z,HTML,https://github.com/google/deepmac
deeppolisher,Transformer-based sequence correction method for genome assembly polishing,52,3,2025-06-18T06:22:58Z,Jupyter Notebook,https://github.com/google/deeppolisher
deepsomatic,DeepSomatic is an analysis pipeline that uses a deep neural network to call somatic variants from tumor-normal and tumor-only sequencing data.,173,19,2025-06-19T01:43:14Z,,https://github.com/google/deepsomatic
deepvariant,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.,3436,753,2025-06-24T15:59:50Z,Python,https://github.com/google/deepvariant
defi-for-good-contracts,,14,4,2024-10-25T11:31:10Z,TypeScript,https://github.com/google/defi-for-good-contracts
deku,DEKU is a utility for Linux kernel developers to quickly apply changes from the source code to the running kernel without the need for a system reboot,6,0,2025-04-29T07:35:06Z,Go,https://github.com/google/deku
deliberate,,4,0,2023-03-29T17:03:47Z,,https://github.com/google/deliberate
deluca,"Performant, differentiable reinforcement learning",121,17,2025-06-09T21:31:43Z,Python,https://github.com/google/deluca
deluca-igpc,,7,3,2024-10-25T12:10:37Z,Jupyter Notebook,https://github.com/google/deluca-igpc
deluca-lung,,5,3,2024-10-25T12:10:04Z,Python,https://github.com/google/deluca-lung
depan,"DepAn is a direct manipulation tool for visualization, analysis, and refactoring of dependencies in large applications.",91,19,2024-12-20T14:44:11Z,Java,https://github.com/google/depan
deps.dev,Resources for the deps.dev API,325,29,2025-06-17T10:10:59Z,Go,https://github.com/google/deps.dev
depth_fusion,,18,6,2025-01-05T16:23:15Z,C++,https://github.com/google/depth_fusion
deputy-api-python-client,,9,10,2024-10-25T12:22:37Z,Python,https://github.com/google/deputy-api-python-client
der-ascii,A reversible DER and BER pretty-printer.,244,29,2025-06-15T07:09:03Z,Go,https://github.com/google/der-ascii
deshell,Playbook for converting shell code to a real language (e.g. C++/Rust),3,0,2024-08-21T07:20:47Z,,https://github.com/google/deshell
desugar_jdk_libs,,371,30,2025-06-19T02:28:51Z,Java,https://github.com/google/desugar_jdk_libs
detangle,,171,15,2024-10-25T12:30:02Z,JavaScript,https://github.com/google/detangle
detectorgraph,"Strongly-typed, dependency based application framework for code/data separation with dependency injection and data passing.",46,9,2024-10-31T00:57:57Z,C++,https://github.com/google/detectorgraph
dev-on-chromeos-che,,5,7,2024-10-25T12:33:54Z,,https://github.com/google/dev-on-chromeos-che
dev-on-chromeos-gce-setup,,7,5,2024-10-25T12:32:42Z,Shell,https://github.com/google/dev-on-chromeos-gce-setup
dev-on-chromeos-openvpn,,12,6,2024-10-25T12:33:55Z,Shell,https://github.com/google/dev-on-chromeos-openvpn
developer.github.com,GitHub API documentation,23,13,2024-10-25T12:28:57Z,Ruby,https://github.com/google/developer.github.com
device-access-codelab-web-app,,12,7,2025-05-28T22:38:10Z,JavaScript,https://github.com/google/device-access-codelab-web-app
device-access-sample-web-app,,33,15,2025-05-28T22:37:35Z,JavaScript,https://github.com/google/device-access-sample-web-app
device-infra,,50,18,2025-06-25T07:01:49Z,Java,https://github.com/google/device-infra
devicehub,,11,11,2024-10-25T12:33:32Z,Java,https://github.com/google/devicehub
devlibrary,Source code for Google Dev Library,191,82,2025-05-29T23:07:35Z,Vue,https://github.com/google/devlibrary
devops-governance,A CI/CD Approach & Framework for infrastructure that can be used in governance heavy organizations and is intended to give the developers as much autonomy as possible to do their work following DevOps & GitOps principles.,83,24,2025-05-06T17:56:43Z,,https://github.com/google/devops-governance
devsite-template,,3,2,2024-10-25T12:12:18Z,,https://github.com/google/devsite-template
devtools-driver,,16,8,2025-04-09T10:12:08Z,Java,https://github.com/google/devtools-driver
devtoolsExtended,devtoolsExtended: Extended Chrome Devtools in a Chrome Extension,74,22,2025-05-23T11:24:05Z,JavaScript,https://github.com/google/devtoolsExtended
devx-tools,Tools at Google for mobile development and testing,72,17,2025-04-15T19:56:18Z,Go,https://github.com/google/devx-tools
dexmod,,58,8,2025-06-09T12:37:41Z,Python,https://github.com/google/dexmod
df-conformer,"Audio samples accompanying publications related to DF-Conformer, a speech enhancement model.",29,4,2025-05-23T07:43:06Z,HTML,https://github.com/google/df-conformer
dfdewey,,19,7,2024-03-13T20:05:18Z,Python,https://github.com/google/dfdewey
dfindexeddb,,26,9,2025-06-21T08:27:41Z,Python,https://github.com/google/dfindexeddb
dfiq,DFIQ is a collection of investigative questions and the approaches for answering them,283,24,2025-06-19T00:39:57Z,Python,https://github.com/google/dfiq
dicomParser,JavaScript parser for DICOM Part 10 data,7,2,2024-10-25T12:32:37Z,JavaScript,https://github.com/google/dicomParser
dicomproxy,,7,4,2025-05-27T15:44:19Z,Java,https://github.com/google/dicomproxy
diff-match-patch,Diff Match Patch is a high-performance library in multiple languages that manipulates plain text.,7799,1144,2025-06-25T06:38:23Z,Python,https://github.com/google/diff-match-patch
differentiable-atomistic-potentials,Automatically differentiable atomistic potentials for molecular simulations,55,11,2024-10-25T12:30:36Z,Python,https://github.com/google/differentiable-atomistic-potentials
differential-privacy,Google's differential privacy libraries.,3169,377,2025-06-25T09:34:55Z,Go,https://github.com/google/differential-privacy
diffseg,DiffSeg is an unsupervised zero-shot segmentation method using attention information from a stable-diffusion model. This repo implements the main DiffSeg algorithm and additionally includes an experimental feature to add semantic labels to the masks based on a generated caption.,316,24,2025-06-25T09:46:18Z,Jupyter Notebook,https://github.com/google/diffseg
digitalassetlinks,,101,53,2025-05-23T11:41:53Z,PureBasic,https://github.com/google/digitalassetlinks
digitalbuildings,Digital Buildings (ontology and SDK) currently being used by Google internally to manage our own buildings.,405,151,2025-06-23T22:06:36Z,Python,https://github.com/google/digitalbuildings
dimsum,Portable C++ SIMD library,174,24,2025-01-22T01:04:00Z,C++,https://github.com/google/dimsum
DirectXShaderCompiler,This repo hosts the source for the DirectX Shader Compiler which is based on LLVM/Clang.,54,11,2024-11-15T03:01:53Z,C++,https://github.com/google/DirectXShaderCompiler
disable-keyboard-shortcuts,Chrome extension to disable keyboard shortcuts,34,12,2025-04-15T10:18:15Z,Makefile,https://github.com/google/disable-keyboard-shortcuts
disapproved-ads-auditor,,18,3,2025-03-02T15:22:31Z,Python,https://github.com/google/disapproved-ads-auditor
distbench,"The Distbench benchmark is made to evaluate Remote Procedure Calls (RPCs) stacks, as RPCs represent an important amount of data communication in the data center.",54,18,2024-10-25T11:24:50Z,C++,https://github.com/google/distbench
distla_core,,3,1,2024-10-25T11:43:54Z,Python,https://github.com/google/distla_core
distributed-git-forks,Distributed management of git forks,22,10,2025-02-28T03:02:00Z,Shell,https://github.com/google/distributed-git-forks
distributed_point_functions,An Implementation of Incremental Distributed Point Functions in C++,77,19,2025-06-11T17:15:53Z,C++,https://github.com/google/distributed_point_functions
ditto-mocks,,95,8,2025-06-06T23:04:11Z,Apex,https://github.com/google/ditto-mocks
dive,,14,9,2025-06-24T18:27:12Z,C++,https://github.com/google/dive
dlc-insight-lab,,0,1,2025-03-07T04:05:09Z,JavaScript,https://github.com/google/dlc-insight-lab
dl_bounds,,17,8,2024-10-25T12:31:07Z,Python,https://github.com/google/dl_bounds
dmabuf_importer_helper,,1,0,2024-10-25T11:42:50Z,C,https://github.com/google/dmabuf_importer_helper
dnae,,9,5,2025-03-02T15:29:17Z,Python,https://github.com/google/dnae
dnsmasq_exporter,dnsmasq exporter for Prometheus,178,58,2025-06-07T08:44:20Z,Go,https://github.com/google/dnsmasq_exporter
docci,,3,0,2025-03-07T21:14:17Z,HTML,https://github.com/google/docci
docker-explorer,A tool to help forensicate offline docker acquisitions,546,46,2025-06-24T01:08:15Z,Python,https://github.com/google/docker-explorer
docopt-scripts,,6,10,2023-03-29T17:04:02Z,Go,https://github.com/google/docopt-scripts
docsy,Hugo theme for open source documentation,2772,943,2025-06-24T14:27:55Z,HTML,https://github.com/google/docsy
docsy-example,An example documentation site using the Docsy Hugo theme,503,711,2025-06-17T05:39:32Z,HTML,https://github.com/google/docsy-example
dokka,Documentation Engine for Kotlin,16,3,2024-10-25T12:02:17Z,Kotlin,https://github.com/google/dokka
DOM-Tutorials,"Interactive tutorials on using basic DOM APIs.  Part of Google's ""Intro to JavaScript"" course for engineers.",16,6,2024-11-05T09:58:16Z,HTML,https://github.com/google/DOM-Tutorials
domaintest,Domain Test service for new TLDs.,71,15,2024-10-25T12:11:17Z,Java,https://github.com/google/domaintest
dopamine,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms. ,10753,1393,2025-06-24T07:22:24Z,Jupyter Notebook,https://github.com/google/dopamine
dorusu-js,This repository is no longer maintained. Please see https://github.com/grpc/grpc-node which is now aims to provide a pure js gRPC library as well.,40,15,2023-03-29T17:04:04Z,JavaScript,https://github.com/google/dorusu-js
dotprompt,Executable GenAI prompt templates,196,25,2025-06-25T09:24:48Z,Python,https://github.com/google/dotprompt
dotty,,49,13,2024-10-25T12:13:42Z,Python,https://github.com/google/dotty
double-conversion,Efficient binary-decimal and decimal-binary conversion routines for IEEE doubles.,1160,293,2025-06-23T14:47:46Z,C++,https://github.com/google/double-conversion
dpy,Python Inversion of Control (AKA Dependency Injection!),63,13,2024-11-28T16:27:34Z,Python,https://github.com/google/dpy
dqm,"A simple platform dedicated to data quality issues detection, especially in the context of online advertising.",26,4,2025-03-04T10:36:40Z,Python,https://github.com/google/dqm
draco,Draco is a library for compressing and decompressing 3D geometric meshes and point clouds. It is intended to improve the storage and transmission of 3D graphics.,6818,997,2025-06-25T07:39:14Z,C++,https://github.com/google/draco
draft-irtf-cfrg-vrf,Verifiable Random Function,30,7,2024-10-25T12:19:47Z,Go,https://github.com/google/draft-irtf-cfrg-vrf
draft-todo-chariton-dns-account-01,,4,1,2024-06-27T09:27:38Z,Dockerfile,https://github.com/google/draft-todo-chariton-dns-account-01
